State,District,Subdistt,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,Sex_Ratio,Child_Pop_Pct,SC_Pop_Pct,ST_Pop_Pct,Literacy_Rate,Male_Literacy_Rate,Female_Literacy_Rate,Gender_Literacy_Gap,Worker_Participation,Female_Worker_Part,Main_Worker_Pct,Marginal_Worker_Pct,Non_Worker_Pct,Agri_Worker_Pct
19,331,00000,DISTRICT,Dakshin Dinajpur,Total,396406,1676276,857199,819077,188135,96143,91992,482754,248312,234442,275366,138025,137341,1083685,596474,487211,592591,260725,331866,702987,499560,203427,526470,427578,98892,170682,156797,13885,174690,129402,45288,20485,10375,10110,160613,131004,29609,176517,71982,104535,22594,11167,11427,105242,42188,63054,11805,1919,9886,36876,16708,20168,973289,357639,615650,955.5272462987008,11.223390420193333,28.799195359236784,16.427247064325922,72.82139259653488,78.37452171719296,67.00880914886154,11.365712568331418,41.93742557908125,24.836126518019675,74.89043182875359,25.10956817124641,58.06257442091876,49.12921576074664
19,332,00000,DISTRICT,Maldah,Total,846991,3988845,2051541,1937304,609040,312340,296700,835430,432744,402686,313984,157528,156456,2086432,1152019,934413,1902413,899522,1002891,1537847,1086461,451386,1050995,851932,199063,219241,206232,13009,322452,281043,41409,98383,24882,73501,410919,339775,71144,486852,234529,252323,35941,19899,16042,223307,128291,95016,98304,11040,87264,129300,75299,54001,2450998,965080,1485918,944.3164918468605,15.268580253181058,20.944158020680174,7.871551790054515,61.73231887638488,66.23840487672213,56.95542617231215,9.282978704409977,38.55369160747033,23.299698963095107,68.34197420159482,31.65802579840517,61.44630839252967,35.224115272845744
19,333,00000,DISTRICT,Murshidabad,Total,1570759,7103807,3627564,3476243,1013392,514876,498516,897534,460143,437391,91035,46163,44872,4055834,2177187,1878647,3047973,1450377,1597596,2589907,1985667,604240,2022083,1662624,359459,346049,336521,9528,627126,597348,29778,315687,97611,218076,733221,631144,102077,567824,323043,244781,35027,27007,8020,215168,182494,32674,150320,19900,130420,167309,93642,73667,4513900,1641897,2872003,958.2857807608632,14.26547765163102,12.634549333899415,1.281495964065465,66.59372144591133,69.94555830844594,63.08996761623883,6.855590692207109,36.458014695500594,17.381983940708405,78.07550618612946,21.924493813870534,63.541985304499406,37.575673566657024
19,334,00000,DISTRICT,Birbhum,Total,817899,3502404,1790920,1711484,448485,228909,219576,1033140,529001,504139,242484,119787,122697,2158447,1201481,956966,1343957,589439,754518,1331603,1029770,301833,912844,785648,127196,191661,181962,9699,350669,302096,48573,34042,18272,15770,336472,283318,53154,418759,244122,174637,35593,28244,7349,260841,159244,101597,31020,5733,25287,91305,50901,40404,2170801,761150,1409651,955.6451432783151,12.805061894630088,29.498024785261777,6.923358927182586,70.67793874035297,76.91885652533817,64.14376757816166,12.775088947176513,38.01968590716548,17.635747690308527,68.55226370021695,31.447736299783042,61.98031409283452,40.72760424841338
19,335,00000,DISTRICT,Barddhaman,Total,1730927,7717563,3966889,3750674,832033,426385,405648,2115719,1079584,1036135,489447,243581,245866,5247208,2918040,2329168,2470355,1048849,1421506,2911251,2293083,618168,2166742,1838681,328061,297193,284860,12333,604286,476956,127330,81338,51662,29676,1183925,1025203,158722,744509,454402,290107,44973,34253,10720,368896,223552,145344,43220,13137,30083,287420,183460,103960,4806312,1673806,3132506,945.4950718308478,10.781032820852904,27.414340511376455,6.341989044987388,76.20630510650597,82.41877427620474,69.63078911793211,12.787985158272633,37.72241315036884,16.481517721881453,74.42649225367376,25.573507746326236,62.27758684963116,30.965347886527134
19,336,00000,DISTRICT,Nadia,Total,1232282,5167600,2653768,2513832,525180,267954,257226,1546917,798258,748659,140700,71142,69558,3480555,1878866,1601689,1687045,774902,912143,1842607,1554090,288517,1595880,1405191,190689,293229,286621,6608,461580,436313,25267,130486,78186,52300,710585,604071,106514,246727,148899,97828,15513,10434,5079,94554,76987,17567,38652,8464,30188,98008,53014,44994,3324993,1099678,2225315,947.268939862113,10.16293830791857,29.93492143354749,2.7227339577366667,74.9728589830304,78.75157074273183,70.97778699515999,7.773783747571841,35.656920040250796,11.477179063676491,86.60989565327822,13.390104346721794,64.3430799597492,40.96418823981457
19,337,00000,DISTRICT,North Twenty Four Parganas,Total,2348683,10009781,5119389,4890392,957973,489824,468149,2169084,1115458,1053626,264597,134179,130418,7608693,4056046,3552647,2401088,1063343,1337745,3571624,2945189,626435,3055630,2630907,424723,261515,249178,12337,434463,395470,38993,103443,67025,36418,2256209,1919234,336975,515994,314282,201712,26543,17329,9214,164576,113931,50645,52319,14409,37910,272556,168613,103943,6438157,2174200,4263957,955.2686853841346,9.570369221864095,21.66964492030345,2.643384505615058,84.05716294468463,87.61181666096059,80.33586123602886,7.275955424931723,35.68134008126651,12.809504841329694,85.55295854210857,14.447041457891425,64.31865991873349,19.48631770869498
19,338,00000,DISTRICT,Hugli,Total,1287423,5519145,2814653,2704492,533210,273116,260094,1344021,680992,663029,229243,113249,115994,4078388,2211777,1866611,1440757,602876,837881,2152870,1713608,439262,1714645,1463433,251212,231407,221390,10017,370014,287249,82765,75215,55325,19890,1038009,899469,138540,438225,250175,188050,28273,18140,10133,213366,128701,84665,36613,11299,25314,159973,92035,67938,3366275,1101045,2265230,960.8616053204428,9.661097869325774,24.351978431441825,4.153596254492317,81.79785737278966,87.02517413675268,76.36280998429879,10.66236415245389,39.00731000906843,16.241941185257712,79.64461393395793,20.355386066042076,60.99268999093157,27.935778751155432
19,339,00000,DISTRICT,Bankura,Total,766902,3596674,1838095,1758579,418650,214846,203804,1174447,593440,581007,368690,183467,185223,2232992,1299337,933655,1363682,538758,824924,1466220,1050822,415398,916393,762088,154305,238179,226414,11765,303270,219998,83272,31479,22070,9409,343465,293606,49859,549827,288734,261093,71544,50567,20977,344104,165051,179053,29907,7929,21978,104272,65187,39085,2130454,787273,1343181,956.7399943963724,11.639920660032018,32.65369616484563,10.250859544123266,70.26353482541353,80.04545205325861,60.050811210625334,19.99464084263328,40.76599658462235,23.621230550347754,62.50037511423934,37.49962488576066,59.23400341537766,36.92822359536768
19,340,00000,DISTRICT,Puruliya,Total,567824,2930115,1496996,1433119,410227,210003,200224,567767,290789,276978,540652,271803,268849,1624905,1002058,622847,1305210,494938,810272,1249642,801254,448388,613398,493232,120166,166814,145180,21634,128475,88883,39592,45114,25457,19657,272995,233712,39283,636244,308022,328222,101986,58355,43631,363730,150855,212875,42446,13586,28860,128082,85226,42856,1680473,695742,984731,957.3298793049547,14.00037199905123,19.376952781716756,18.451562481336055,64.4832230638822,77.86040794316675,50.519062856123185,27.341345087043564,42.648223704530366,31.287562302921113,49.08589820124484,50.91410179875516,57.351776295469634,23.629887599808587
19,341,00000,DISTRICT,Haora,Total,1061336,4850029,2500819,2349210,522802,266472,256330,718951,367053,351898,15094,7761,7333,3605206,1942824,1662382,1244823,557995,686828,1819845,1498170,321675,1496267,1304435,191832,67686,63162,4524,116736,109125,7611,212552,162796,49756,1099293,969352,129941,323578,193735,129843,12889,8001,4888,64926,51405,13521,85222,36199,49023,160541,98130,62411,3030184,1002649,2027535,939.3762603371135,10.779358226517822,14.823643322545083,0.31121463397435356,83.31446443646243,86.95265328080195,79.43035434425289,7.522298936549063,37.522352959126636,13.692901017788959,82.2194747354857,17.780525264514285,62.477647040873364,10.133939978404754
19,342,00000,DISTRICT,Kolkata,Total,1024928,4496694,2356766,2139928,339323,175564,163759,241932,128053,113879,10684,5729,4955,3588137,1926915,1661222,908557,429851,478706,1795740,1412466,383274,1576419,1294266,282153,7413,4702,2711,8903,6767,2136,53463,41487,11976,1506640,1241310,265330,219321,118200,101121,8626,3454,5172,3485,2006,1479,14975,6312,8663,192235,106428,85807,2700954,944300,1756654,907.9934113102446,7.546054946144879,5.380219334471057,0.23759677665413748,86.30783733277593,88.34188672117483,84.0627496939786,4.279137027196228,39.934672005700186,17.910602599713634,87.78659494136122,12.213405058638777,60.065327994299814,0.9085947854366444
19,343,00000,DISTRICT,South Twenty Four Parganas,Total,1781221,8161961,4173778,3988183,1025679,522552,503127,2464032,1266504,1197528,96976,49195,47781,5531657,3043277,2488380,2630304,1130501,1499803,2964494,2356571,607923,2003685,1748714,254971,263077,242788,20289,388993,357354,31639,124062,90889,33173,1227553,1057683,169870,960809,607857,352952,92273,59330,32943,417569,297908,119661,116914,42898,74016,334053,207721,126332,5197467,1817207,3380260,955.5330925602656,12.566575606033892,30.18921555738872,1.1881458389717863,77.5145516951264,83.34945577184212,71.4014351562787,11.948020615563422,36.320854755370675,15.243106948703206,67.5894435947585,32.4105564052415,63.67914524462932,21.99599661864723
19,344,00000,DISTRICT,Paschim Medinipur,Total,1301610,5913457,3007885,2905572,685012,349031,335981,1128269,570125,558144,880015,439831,440184,4078412,2266913,1811499,1835045,740972,1094073,2509159,1757358,751801,1510548,1252207,258341,436384,403904,32480,489199,363115,126084,57613,39114,18499,527352,446074,81278,998611,505151,493460,135884,82917,52967,616002,311038,304964,84989,19421,65568,161736,91775,69961,3404298,1250527,2153771,965.9850692430064,11.583951654675092,19.079685537579792,14.881565892844067,78.00430147013118,85.25902512887131,70.49756167421197,14.76146345465935,42.4313392318571,25.874457765975166,60.20136627451668,39.79863372548332,57.5686607681429,36.88817647666011
19,345,00000,DISTRICT,Purba Medinipur,Total,1114170,5095875,2629834,2466041,587654,301989,285665,745434,383718,361716,27952,14196,13756,3923194,2149073,1774121,1172681,480761,691920,1910320,1516096,394224,1127312,1000203,127109,241789,227108,14681,277268,250205,27063,58040,36537,21503,550215,486353,63862,783008,515893,267115,103426,68845,34581,425036,293496,131540,60776,20465,40311,193770,133087,60683,3185555,1113738,2071817,937.7173616281483,11.531954767336327,14.628184561042017,0.5485220889444894,87.02310734101101,92.32027905638047,81.3676631920366,10.95261586434387,37.48757573527608,15.986108908975966,59.011683906361235,40.98831609363876,62.51242426472392,27.171206918212654
20,346,00000,DISTRICT,Garhwa,Total,254697,1322784,683575,639209,239664,122305,117359,319946,165313,154633,205874,104499,101375,653476,405161,248315,669308,278414,390894,571431,335451,235980,175126,135273,39853,47082,35512,11570,57365,39564,17801,4283,2902,1381,66396,57295,9101,396305,200178,196127,66479,31333,35146,271308,129817,141491,10204,4469,5735,48314,34559,13755,751353,348124,403229,935.097099806166,18.11815080920241,24.18732007644483,15.56368991460435,60.332742447743556,72.18646996988971,47.583596819009294,24.60287315088042,43.199116409028235,36.91750272602545,30.64691975059106,69.35308024940893,56.80088359097177,18.2781473178739
20,347,00000,DISTRICT,Chatra,Total,182271,1042886,533935,508951,195321,99312,96009,340553,172668,167885,45563,23141,22422,510061,303902,206159,532825,230033,302792,397690,251213,146477,195502,145553,49949,75717,56865,18852,63773,43233,20540,6073,4051,2022,49939,41404,8535,202188,105660,96528,43580,22004,21576,124740,63543,61197,8137,3012,5125,25731,17101,8630,645196,282722,362474,953.2077874647663,18.728892707352482,32.65486352295457,4.3689339007331585,60.179573248069474,69.92312878057535,49.92444459512474,19.998684185450614,38.133602330456064,28.780177266573798,49.15939550906485,50.84060449093515,61.866397669543936,35.07505846262164
20,348,00000,DISTRICT,Kodarma,Total,116155,716259,367222,349037,132375,67916,64459,109003,55346,53657,6903,3594,3309,390249,238780,151469,326010,128442,197568,257418,173993,83425,143324,117881,25443,39007,30171,8836,24197,17377,6820,3912,2600,1312,76208,67733,8475,114094,56112,57982,44119,16831,27288,40078,18307,21771,4022,1757,2265,25875,19217,6658,458841,193229,265612,950.4795464324033,18.48144316511206,15.218377709739075,0.9637575234656738,66.83673469387756,79.77788617668874,53.22582912241987,26.55205705426887,35.93923427140183,23.901477493790058,55.67753614743336,44.32246385256664,64.06076572859818,24.553061557466844
20,349,00000,DISTRICT,Giridih,Total,396521,2445474,1258098,1187376,460251,237056,223195,325493,166447,159046,238188,120646,117542,1253475,783736,469739,1191999,474362,717637,1036277,623946,412331,412912,327651,85261,134666,97777,36889,78621,56328,22293,13020,9387,3633,186605,164159,22446,623365,296295,327070,235247,94587,140660,283989,133140,150849,19524,7043,12481,84605,61525,23080,1409197,634152,775045,943.7865730650553,18.82052313784567,13.310016790200999,9.739952254654925,63.14026182449025,76.75844872199184,48.718964592747625,28.039484129244215,42.375302293134176,34.72623667650348,39.84571692703785,60.15428307296216,57.624697706865824,20.582045148160194
20,350,00000,DISTRICT,Deoghar,Total,264347,1492073,775022,717051,268453,137658,130795,190036,98295,91741,180962,91012,89950,793538,489837,303701,698535,285185,413350,551467,383691,167776,297146,238224,58922,72898,58619,14279,69187,51776,17411,22041,11797,10244,133020,116032,16988,254321,145467,108854,55758,31630,24128,140506,76418,64088,17320,5757,11563,40737,31662,9075,940606,391331,549275,925.2008330086113,17.991948115139138,12.736374158637009,12.128226970128138,64.85166963599809,76.85357189926007,51.803478343931666,25.05009355532841,36.95978682008186,23.398056763047535,53.882825264249725,46.11717473575028,63.04021317991813,25.76491431037578
20,351,00000,DISTRICT,Godda,Total,253648,1313551,677927,635624,241784,123368,118416,115567,59835,55732,279208,138510,140698,604519,376212,228307,709032,301715,407317,552191,344019,208172,235735,182438,53297,76990,63170,13820,87229,61535,25694,10546,6705,3841,60970,51028,9942,316456,161581,154875,67613,35464,32149,220538,108314,112224,8173,3273,4900,20132,14530,5602,761360,333908,427452,937.5994760497812,18.406898552092763,8.798059610932503,21.25596950556164,56.40395720338469,67.83985112494794,44.142201976767566,23.697649148180375,42.03803278289156,32.75080865417291,42.69084429119634,57.30915570880366,57.96196721710844,29.739528532699737
20,352,00000,DISTRICT,Sahibganj,Total,227023,1150567,589391,561176,221955,113220,108735,72341,37317,35024,308343,153435,154908,483263,287303,195960,667304,302088,365216,490202,295690,194512,322572,226729,95843,82755,63299,19456,110168,80311,29857,32917,5736,27181,96732,77383,19349,167630,68961,98669,27220,12976,14244,96734,39176,57558,10262,2106,8156,33414,14703,18711,660365,293701,366664,952.1285530318582,19.290923518578232,6.287421766833222,26.799221601175766,52.04143388196577,60.33609774639783,43.311724622657984,17.02437312373985,42.60525462663191,34.66149657148559,65.80389308897149,34.196106911028515,57.39474537336808,39.355816581735695
20,353,00000,DISTRICT,Pakur,Total,182317,900422,452661,447761,177623,89935,87688,28469,14352,14117,379054,186967,192087,352881,206989,145892,547541,245672,301869,404584,234012,170572,252017,167872,84145,68549,54103,14446,57797,39644,18153,13965,3178,10787,111706,70947,40759,152567,66140,86427,36785,17060,19725,92231,36982,55249,5506,1473,4033,18045,10625,7420,495838,218649,277189,989.1751222217068,19.726639286912135,3.161739717599081,42.09737212107212,48.82145658751603,57.0648368189763,40.51733953948227,16.54749727949403,44.93270932962544,38.094429840919595,62.290401993158405,37.709598006841595,55.06729067037456,31.228620014632313
20,354,00000,DISTRICT,Dhanbad,Total,507064,2684487,1405956,1278531,373394,194879,178515,437309,226362,210947,233119,117256,115863,1722204,1014950,707254,962283,391006,571277,844504,658851,185653,546714,476848,69866,32963,25780,7183,25466,19163,6303,14488,10748,3740,473797,421157,52640,297790,182003,115787,64155,27545,36610,78022,36516,41506,11401,5619,5782,144212,112323,31889,1839983,747105,1092878,909.3677184776764,13.909324202352256,16.290226028287712,8.683931045298413,74.51902627890786,83.8055714046258,64.29488298352024,19.510688421105556,31.458673482121537,14.520805518208006,64.73788164413668,35.26211835586332,68.54132651787846,6.9187357312694795
20,355,00000,DISTRICT,Bokaro,Total,394918,2062330,1072807,989523,293786,152803,140983,299227,154297,144930,255626,129233,126393,1273520,759088,514432,788810,313719,475091,685368,507677,177691,380304,327840,52464,50940,40804,10136,23861,18013,5848,10564,7646,2918,294939,261377,33562,305064,179837,125227,86581,42525,44056,102545,50105,52440,11107,4611,6496,104831,82596,22235,1376962,565130,811832,922.3681426388903,14.245343858645318,14.509171665058455,12.39500952805807,72.00951743354986,82.50920648171095,60.62554505385721,21.88366142785374,33.232702816717016,17.95723798234099,55.489021956087825,44.510978043912175,66.76729718328298,10.91399073198632
20,356,00000,DISTRICT,Lohardaga,Total,88638,461790,232629,229161,77649,39412,38237,15330,7862,7468,262734,130814,131920,259707,149568,110139,202083,83061,119022,221332,121605,99727,103001,71000,32001,52916,36663,16253,21281,11784,9497,2173,1441,732,26631,21112,5519,118331,50605,67726,46864,19734,27130,59559,23907,35652,2276,975,1301,9632,5989,3643,240458,111024,129434,985.0921424242034,16.814785941661796,3.3196907685311507,56.89469239264601,67.60720672877927,77.40933768767758,57.68735203536486,19.721985652312718,47.92914528248771,43.518312452817014,46.53687672817306,53.46312327182694,52.07085471751229,33.522942909294635
